37.4298541,-122.1694745,70.0,12.0,FALSE,,,
37.42933314200057,-122.15710519969961,70.0,4.0,FALSE,,,90.0
37.42933314200057,-122.15710519969961,50.0,5,FALSE,,,
37.429325077433646,-122.15597503812343,50.0,5,FALSE,,,
37.43022635678256,-122.15596491854227,50.0,5,FALSE,,,
37.43021828115054,-122.15483474387034,50.0,5,FALSE,,,
37.42931700206317,-122.15484487699783,50.0,5,FALSE,,,
37.42930891588915,-122.15371471632345,50.0,5,FALSE,,,
37.42840763692358,-122.15372486254542,50.0,5,FALSE,,,
37.42843186225037,-122.15711530528439,50.0,5,FALSE,,,
37.426629302329665,-122.15713551510404,50.0,5,FALSE,,,
37.42661316396043,-122.15487527367307,50.0,5,FALSE,,,
37.426621238546296,-122.15600539416329,50.0,5,FALSE,,,
37.42752251831552,-122.1559952759339,50.0,5,FALSE,,,
37.42749015410896,-122.15147474250439,50.0,5,FALSE,,,
37.42839143268983,-122.15146456964406,50.0,5,FALSE,,,
37.428383314368226,-122.15033442387261,50.0,5,FALSE,,,
37.426580757592234,-122.15035479622973,50.0,5,FALSE,,,
37.426588875387964,-122.15148491491175,50.0,5,FALSE,,,
37.42568759652686,-122.1514950868661,50.0,5,FALSE,,,
37.42569570325758,-122.15262519245722,50.0,5,FALSE,,,
37.42479442399378,-122.15263535041542,50.0,5,FALSE,,,
37.42482674184862,-122.15715572312392,50.0,5,FALSE,,,
37.42572802215919,-122.15714561933895,50.0,5,FALSE,,,
37.42570379918619,-122.15375529850066,50.0,5,FALSE,,,
37.42660507857208,-122.153745153634,50.0,5,FALSE,,,
37.426596982381255,-122.15261503404669,50.0,5,FALSE,,,
37.42930081891162,-122.15258455610088,50.0,5,FALSE,,,
37.429292711130564,-122.15145439633073,50.0,5,FALSE,,,
37.42930081891162,-122.15258455610088,50.0,5,FALSE,,,
37.430202097474826,-122.1525743958808,50.0,5,FALSE,,,
37.43021019471462,-122.15370456964966,50.0,5,FALSE,,,
37.431111473399966,-122.15369442252403,50.0,5,FALSE,,,
37.431119560097784,-122.15482461029163,50.0,5,FALSE,,,
37.43202083890493,-122.15481447626163,50.0,5,FALSE,,,
37.43202891506008,-122.15594467802802,50.0,5,FALSE,,,
37.432930193988675,-122.15593455709492,50.0,5,FALSE,,,
37.43293825960044,-122.15706477286017,50.0,5,FALSE,,,
37.43203698041063,-122.15707488024509,50.0,5,FALSE,,,
37.43202891506008,-122.15594467802802,50.0,5,FALSE,,,
37.43112763599137,-122.15595479851048,50.0,5,FALSE,,,
37.431135701080706,-122.15708498717999,50.0,5,FALSE,,,
37.43023442161069,-122.15709509366482,50.0,5,FALSE,,,
37.42933314200057,-122.15710519969961,50.0,5.0,FALSE,,,
37.42933314200057,-122.15710519969961,70.0,12.0,FALSE,,,0.0
37.4298541,-122.1694745,70.0,4.0,FALSE,,,
37.4298541,-122.1694745,30,4.0,FALSE,,,
